date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:09	30088/30088	---MCZ	200	added ('OK')	text/css	etag:W/%22586e0e215e0a37f563491efc4f02f904%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/06cc33c9-df71-4bea-bb45-b8271a7ffeed_163/website.components.socialLinks.styles.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/06cc33c9-df71-4bea-bb45-b8271a7ffeed_163/website.components.socialLinks.styles.c.delaye	(from https://www.kineticspeech.com/)
14:22:18	118/118	---M--	200	added ('OK')	text/css	etag:%223e803952a9aa015706d2576f5948a0f0%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/859aabbe-1dae-4f78-b818-4f64fea54982_385/website.components.html.styles.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/859aabbe-1dae-4f78-b818-4f64fea54982_385/website.components.html.styles.css	(from https://www.kineticspeech.com/)
14:22:19	701845/701845	---M-Z	200	added ('OK')	text/javascript	etag:%22d4f444c542902cf4c3efbb2e97886e19%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-41f73026a0e85b2c-min.en-US.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/scripts-compressed/common-vendors-41f73026a0e85b2c-min.en-US.js	(from https://www.kineticspeech.com/)
14:22:20	11969/11969	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c763436376e0c2940cf750eb9232ac83%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/6ebfee59-5477-4111-a1a9-014d4f0e8698_555/website.components.button.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/6ebfee59-5477-4111-a1a9-014d4f0e8698_555/website.components.button.visitor.js	(from https://www.kineticspeech.com/)
14:22:21	11888/11888	---MCZ	200	added ('OK')	application/javascript	etag:W/%222af8be73a01260aa839b30d7b4e75e9e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/859aabbe-1dae-4f78-b818-4f64fea54982_385/website.components.html.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/859aabbe-1dae-4f78-b818-4f64fea54982_385/website.components.html.visitor.js	(from https://www.kineticspeech.com/)
14:22:23	2358/2358	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e655fef016baacfd636dca2d9b062e5%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/06cc33c9-df71-4bea-bb45-b8271a7ffeed_163/website.components.socialLinks.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/06cc33c9-df71-4bea-bb45-b8271a7ffeed_163/website.components.socialLinks.visitor.f.delay	(from https://www.kineticspeech.com/)
14:22:25	436241/436241	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Apr%202026%2019:22:21%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1775067901690-FU1XWDNLTJYPRNLOIFJ1/static.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1775067901690-FU1XWDNLTJYPRNLOIFJ1/static.css	(from https://www.kineticspeech.com/)
14:22:27	1298095/1298095	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Apr%202026%2019:22:20%20GMT	https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/sitece97.css	(from https://www.kineticspeech.com/)
14:22:28	109320/109320	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202026%2019:22:23%20GMT	https://www.kineticspeech.com/cart	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/cart.html	(from https://www.kineticspeech.com/)
14:22:30	138730/138730	---MCZ	200	added ('OK')	text/html	etag:W/%2275aa20c0bd98add186b30075ba2e3e4e--gzip%22	https://www.kineticspeech.com/about-us	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/about-us.html	(from https://www.kineticspeech.com/)
14:22:33	164843/164843	---MCZ	200	added ('OK')	text/html	etag:W/%226969a811d1fb4b4ebd29e5fe7f79563b--gzip%22	https://www.kineticspeech.com/our-services-1	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/our-services-1.html	(from https://www.kineticspeech.com/)
14:22:36	42021/42021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:22:28%20GMT	http://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/64bf29b6-40c7-4213-83c0-793aa7eba32b/1.jpg?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/64bf29b6-40c7-4213-83c0-793aa7eba32b/126f7.jpg	(from https://www.kineticspeech.com/)
14:22:36	121791/121791	---MCZ	200	added ('OK')	text/html	etag:W/%22ba8712850d9c180857d73dd4cd964539--gzip%22	https://www.kineticspeech.com/book-appointment	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/book-appointment.html	(from https://www.kineticspeech.com/)
14:22:39	71679/71679	---M--	200	added ('OK')	image/png	etag:CM7lo9u+74EDEAE=	http://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/23065333-bf06-4921-be43-34026d1a71e7/KSS+Logo.png?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/23065333-bf06-4921-be43-34026d1a71e7/KSS+Logo26f7.png	(from https://www.kineticspeech.com/)
14:22:39	512848/512848	---MCZ	200	added ('OK')	text/html	etag:W/%220a86fc96a0193fa40ae34add4ad603c0--gzip%22	https://www.kineticspeech.com/contact-us	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/contact-us.html	(from https://www.kineticspeech.com/)
14:22:40	469208/469208	---MCZ	200	added ('OK')	text/html	etag:W/%22c1a0cff1c9c7fd7e5d463b8a70ec19a9--gzip%22	https://www.kineticspeech.com/team	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/team.html	(from https://www.kineticspeech.com/)
14:22:46	1092118/1092118	---M-Z	200	added ('OK')	text/javascript	etag:%228c082b3ce877b98c786bf096d861624e%22	http://assets.squarespace.com/universal/scripts-compressed/common-d562a476e0945d70-min.en-US.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/scripts-compressed/common-d562a476e0945d70-min.en-US.js	(from https://www.kineticspeech.com/)
14:22:46	407537/407537	---MCZ	200	added ('OK')	text/html	etag:W/%222fcce6624cdeb3e4ec78dc1080bcb34f--gzip%22	https://www.kineticspeech.com/blog	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/blog.html	(from https://www.kineticspeech.com/)
14:22:46	117736/117736	---M--	200	added ('OK')	image/svg+xml	etag:%2214035e95f2f2532eb3cd84b5450ab400%22	https://www.kineticspeech.com/universal/svg/social-accounts.svg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/universal/svg/social-accounts.svg	(from https://www.kineticspeech.com/)
14:22:46	337682/337682	---M--	200	added ('OK')	image/jpeg	etag:CKXKwYXXwf4CEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1682310513097-P5Z00UFDLS8VM5JVALGQ/unsplash-image-LQ1t-8Ms5PY.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1682310513097-P5Z00UFDLS8VM5JVALGQ/unsplash-image-LQ1t-8Ms5PY.jpg	(from https://www.kineticspeech.com/)
14:22:46	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:47	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:47	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:47	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:47	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:48	130221/130221	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Apr%202026%2019:22:46%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.e2ab04b08a0df90c2e8b8887d08efc58.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.e2ab04b08a0df90c2e8b8887d08efc58.js	(from https://www.kineticspeech.com/)
14:22:49	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:49	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:49	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:49	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:50	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:50	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:50	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Apr%202026%2019:22:50%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:50	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:50	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Apr%202026%2019:22:51%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:51	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:51	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Apr%202026%2019:22:51%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:51	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:51	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Apr%202026%2019:22:52%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:52	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:52	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Apr%202026%2019:22:52%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:52	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:52	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:52	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
14:22:53	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/644281148cd62262058dd198/52/5c5a519771c10ba3470d8101/644281148cd62262058dd1a0/1767/site.css?nocustom=true)
